Food_Item,Calories_kcal,Protein_g,Carbohydrates_g,Fat_g,Fiber_g,Original_Category,Somatotype_Category,Protein_Calories_Pct,Carb_Calories_Pct,Fat_Calories_Pct,Nutrient_Density_Score,Protein_Efficiency,Sugars_g,Sodium_mg,Saturated_Fat_g,Cholesterol_mg
"Meatball, Meatless",197.0,21.0,8.0,9.0,4.6,Soy and meat-alternative products,other,42.64,16.24,41.12,10.0,0.11,1.25,550.0,1.42,0.0
"Meatballs, As To Type Of Meat, With Sauce",186.0,18.02,0.15,12.02,0.0,Meat mixed dishes,other,38.75,0.32,58.16,9.69,0.1,0.07,801.0,4.56,97.0
"Meatballs, Puerto Rican Style",225.0,14.33,6.9,15.31,0.8,Meat mixed dishes,other,25.48,12.27,61.24,6.72,0.06,1.69,922.0,4.22,64.0
"Meatballs, Swedish, In Gravy, With Noodles, Diet Frozen Meal",112.0,9.88,10.31,3.35,0.8,Meat mixed dishes,other,35.29,36.82,26.92,9.54,0.09,1.18,255.0,1.18,14.0
"Meatballs, With Breading, As To Type Of Meat, With Gravy",143.0,12.22,6.28,7.51,0.4,Meat mixed dishes,other,34.18,17.57,47.27,8.83,0.09,1.22,499.0,2.88,48.0
Meatloaf Sandwich,217.0,11.75,28.73,6.15,1.3,Meat and BBQ sandwiches,other,21.66,52.96,25.51,6.01,0.05,5.9,494.0,2.04,32.0
Meringues,324.0,7.17,75.34,0.04,0.0,Pudding,other,8.85,93.01,0.11,2.21,0.02,73.06,113.0,0.0,0.0
Mexican Pizza,249.0,15.47,15.3,13.94,2.1,Other Mexican mixed dishes,other,24.85,24.58,50.39,7.06,0.06,0.34,375.0,4.49,46.0
Michelada,33.0,0.66,4.05,0.15,0.2,Beer,other,8.0,49.09,4.09,2.61,0.02,1.36,137.0,0.01,0.0
"Milk, Dry, Not Reconstituted",362.0,36.16,51.98,0.77,0.0,Not included in a food category,other,39.96,57.44,1.91,9.99,0.1,51.98,535.0,0.5,20.0
"Milk, Malted, Dry Mix, Not Reconstituted",372.0,0.0,92.96,0.0,0.0,Not included in a food category,other,0.0,99.96,0.0,0.0,0.0,72.73,530.0,0.0,0.0
Mimosa,64.0,0.43,6.49,0.18,0.2,Wine,other,2.69,40.56,2.53,0.98,0.01,4.67,4.0,0.01,0.0
Mint Julep,187.0,0.0,5.75,0.01,0.0,Liquor and cocktails,other,0.0,12.3,0.05,0.0,0.0,5.75,4.0,0.0,0.0
"Mirepoix, Cooked, As Ingredient",41.0,1.02,9.06,0.19,2.2,Not included in a food category,other,9.95,88.39,4.17,7.85,0.02,4.09,51.0,0.04,0.0
Miso,198.0,12.79,25.37,6.01,5.4,Soy-based condiments,other,25.84,51.25,27.32,9.19,0.06,6.2,3728.0,1.02,0.0
Miso Sauce,429.0,3.43,13.99,41.0,1.2,Soy-based condiments,other,3.2,13.04,86.01,1.08,0.01,12.79,1086.0,5.63,0.0
Mock Chicken Legs,242.0,21.54,8.04,13.59,0.3,"Beef, excludes ground",other,35.6,13.29,50.54,9.02,0.09,0.13,313.0,2.81,57.0
Mojito,61.0,0.09,2.45,0.03,0.2,Liquor and cocktails,other,0.59,16.07,0.44,0.48,0.0,1.82,15.0,0.0,0.0
Molasses,290.0,0.0,74.73,0.1,0.0,Sugars and honey,other,0.0,100.0,0.31,0.0,0.0,74.72,37.0,0.02,0.0
Mole Sauce,75.0,0.98,10.77,3.82,1.0,"Dips, gravies, other sauces",other,5.23,57.44,45.84,2.64,0.01,7.1,493.0,1.88,0.0
Moo Goo Gai Pan,69.0,7.11,4.87,2.44,1.4,Stir-fry and soy-based sauce mixtures,other,41.22,28.23,31.83,10.0,0.1,2.01,106.0,0.39,17.0
"Moo Shu Pork, Without Chinese Pancake",153.0,10.41,4.01,10.7,0.9,Stir-fry and soy-based sauce mixtures,other,27.22,10.48,62.94,7.39,0.07,1.76,815.0,1.93,100.0
Moose,133.0,29.04,0.0,0.96,0.0,"Lamb, goat, game",other,87.34,0.0,6.5,10.0,0.22,0.0,376.0,0.29,77.0
Mortadella,311.0,16.37,3.05,25.39,0.0,Cold cuts and cured meats,other,21.05,3.92,73.48,5.26,0.05,0.0,1246.0,9.51,56.0
Moscow Mule,91.0,0.0,8.6,0.01,0.0,Liquor and cocktails,other,0.0,37.8,0.1,0.0,0.0,8.71,5.0,0.0,0.0
Mousse,212.0,4.2,16.23,15.12,0.6,Pudding,other,7.92,30.62,64.19,2.26,0.02,15.1,34.0,8.14,118.0
Multiple Meat Sandwich On Wheat,189.0,13.69,20.08,5.78,2.2,Deli and cured meat sandwiches,other,28.97,42.5,27.52,8.41,0.07,2.56,704.0,1.54,31.0
"Multiple Meat Sandwich On Wheat, With Cheese",210.0,14.54,18.17,8.67,2.0,Deli and cured meat sandwiches,other,27.7,34.61,37.16,7.88,0.07,2.59,743.0,3.42,39.0
Multiple Meat Sandwich On White,190.0,12.87,21.66,5.62,1.0,Deli and cured meat sandwiches,other,27.09,45.6,26.62,7.3,0.07,2.62,708.0,1.58,31.0
"Multiple Meat Sandwich On White, With Cheese",211.0,13.83,19.54,8.53,0.8,Deli and cured meat sandwiches,other,26.22,37.04,36.38,6.93,0.07,2.64,746.0,3.46,39.0
"Multiple Meat Sandwich Or Sub, Restaurant",183.0,13.18,19.25,5.76,0.8,Deli and cured meat sandwiches,other,28.81,42.08,28.33,7.64,0.07,2.38,730.0,1.64,34.0
"Multiple Meat Sandwich Or Sub, With Cheese, Restaurant",208.0,14.23,17.18,9.07,0.7,Deli and cured meat sandwiches,other,27.37,33.04,39.25,7.18,0.07,2.44,771.0,3.78,42.0
Multiple Meat Sandwich Wrap,226.0,13.38,19.61,10.13,1.3,Deli and cured meat sandwiches,other,23.68,34.71,40.34,6.5,0.06,2.05,837.0,4.23,39.0
"Mushrooms, Cooked, As Ingredient",39.0,3.62,5.16,0.43,2.2,Not included in a food category,other,37.13,52.92,9.92,10.0,0.09,2.48,7.0,0.06,0.0
"Mushrooms, Stuffed",288.0,10.7,27.72,15.0,3.0,Vegetable dishes,other,14.86,38.5,46.88,4.76,0.04,4.0,638.0,4.08,14.0
Mustard,69.0,4.25,5.3,3.38,4.3,Mustard and other condiments,other,24.64,30.72,44.09,10.0,0.06,1.42,1100.0,0.25,0.0
"Nachos,",265.0,7.6,23.85,15.85,1.7,Nachos,other,11.47,36.0,53.83,3.51,0.03,0.39,488.0,3.48,18.0
"Nachos, Beef Or Pork",265.0,10.73,19.87,15.96,1.4,Nachos,other,16.2,29.99,54.2,4.58,0.04,0.32,429.0,3.96,30.0
"Nachos, Beef Or Pork, With Beans",220.0,9.28,18.26,12.45,2.0,Nachos,other,16.87,33.2,50.93,5.13,0.04,0.38,424.0,3.12,22.0
"Nachos, Cheese Only",266.0,4.46,27.83,15.74,2.0,Nachos,other,6.71,41.85,53.26,2.43,0.02,0.45,547.0,2.99,6.0
"Nachos, Chicken",242.0,11.2,19.87,13.33,1.4,Nachos,other,18.51,32.84,49.57,5.21,0.05,0.32,430.0,2.74,40.0
"Nachos, Chicken, With Beans",203.0,9.62,18.26,10.48,2.0,Nachos,other,18.96,35.98,46.46,5.72,0.05,0.38,425.0,2.21,30.0
"Nachos, With Beans",210.0,4.62,23.28,11.37,2.5,Nachos,other,8.8,44.34,48.73,3.39,0.02,0.48,434.0,2.24,4.0
Natto,211.0,19.4,12.68,11.0,5.4,Soy-based condiments,other,36.78,24.04,46.92,10.0,0.09,4.89,7.0,1.59,0.0
"Nectarine, Raw",43.0,1.06,9.18,0.28,1.5,Peaches and nectarines,other,9.86,85.4,5.86,5.95,0.02,7.89,13.0,0.0,0.0
Nutrition Bar (Balance Original Bar),415.0,28.0,48.73,12.0,3.1,Nutrition bars,other,26.99,46.97,26.02,7.49,0.07,34.89,253.0,1.15,1.0
Nutrition Bar (Clif Bar),346.0,14.71,65.44,5.88,7.4,Nutrition bars,other,17.01,75.65,15.29,6.39,0.04,31.62,195.0,1.47,0.0
Nutrition Bar (Clif Kids Organic Zbar),416.0,5.55,74.72,9.72,8.3,Nutrition bars,other,5.34,71.85,21.03,3.33,0.01,30.56,375.0,2.72,0.0
Nutrition Bar (Powerbar),363.0,14.15,69.63,3.11,5.7,Nutrition bars,other,15.59,76.73,7.71,5.47,0.04,30.07,308.0,1.32,0.0
Nutrition Bar (Slim Fast Original Meal Bar),386.0,16.19,60.21,8.92,5.1,Nutrition bars,other,16.78,62.39,20.8,5.52,0.04,25.0,253.0,5.36,7.0
Nutrition Bar (Snickers Marathon Protein Bar),415.0,25.0,50.5,12.5,12.5,Nutrition bars,other,24.1,48.67,27.11,9.04,0.06,28.75,238.0,6.25,6.0
Nutrition Bar (South Beach Living High Protein Bar),412.0,30.34,38.4,15.17,7.3,Nutrition bars,other,29.46,37.28,33.14,9.14,0.07,15.17,436.0,3.38,3.0
Nutrition Bar (South Beach Living Meal Bar),386.0,16.19,60.21,8.92,5.1,Nutrition bars,other,16.78,62.39,20.8,5.52,0.04,25.0,253.0,5.36,7.0
Nutrition Bar (Tiger'S Milk),387.0,16.8,56.46,14.29,2.3,Nutrition bars,other,17.36,58.36,33.23,4.94,0.04,36.4,168.0,2.07,2.0
Nutrition Bar (Zone Perfect Classic Crunch),426.0,30.0,45.0,14.0,2.0,Nutrition bars,other,28.17,42.25,29.58,7.51,0.07,27.0,444.0,4.5,8.0
"Nutrition Bar Or Meal Replacement Bar,",386.0,22.36,55.22,9.94,4.7,Nutrition bars,other,23.17,57.22,23.18,7.01,0.06,29.31,320.0,2.98,4.0
Nutritional Powder Mix (Carnation Instant Breakfast),353.0,19.9,66.2,1.4,0.4,Protein and nutritional powders,other,22.55,75.01,3.57,5.75,0.06,65.8,385.0,0.56,12.0
Nutritional Powder Mix (Eas Soy Protein Powder),405.0,47.62,43.94,3.57,0.0,Protein and nutritional powders,other,47.03,43.4,7.93,10.0,0.12,40.48,452.0,0.0,0.0
Nutritional Powder Mix (Eas Whey Protein Powder),385.0,66.67,17.95,5.13,0.0,Protein and nutritional powders,other,69.27,18.65,11.99,10.0,0.17,5.13,385.0,2.56,205.0
Nutritional Powder Mix (Isopure),359.0,58.14,29.07,1.16,0.0,Protein and nutritional powders,other,64.78,32.39,2.91,10.0,0.16,1.16,372.0,0.58,12.0
Nutritional Powder Mix (Muscle Milk),411.0,45.71,18.5,17.14,7.1,Protein and nutritional powders,other,44.49,18.0,37.53,10.0,0.11,5.71,329.0,1.55,21.0
Nutritional Powder Mix (Slim Fast),448.0,8.13,73.92,13.34,18.1,Protein and nutritional powders,other,7.26,66.0,26.8,5.85,0.02,38.02,472.0,1.45,5.0
"Nutritional Powder Mix,",353.0,19.9,66.2,1.4,0.4,Protein and nutritional powders,other,22.55,75.01,3.57,5.75,0.06,65.8,385.0,0.56,12.0
"Nutritional Powder Mix, High Protein (Herbalife)",392.0,53.57,20.38,10.71,0.0,Protein and nutritional powders,other,54.66,20.8,24.59,10.0,0.14,3.57,1214.0,0.0,0.0
"Nutritional Powder Mix, High Protein (Slim Fast)",433.0,27.87,50.0,13.46,18.2,Protein and nutritional powders,other,25.75,46.19,27.98,10.0,0.06,20.59,495.0,1.33,6.0
"Nutritional Powder Mix, High Protein,",392.0,53.57,20.38,10.71,0.0,Protein and nutritional powders,other,54.66,20.8,24.59,10.0,0.14,3.57,1214.0,0.0,0.0
"Nutritional Powder Mix, Light (Muscle Milk)",396.0,50.0,22.0,12.0,2.0,Protein and nutritional powders,other,50.51,22.22,27.27,10.0,0.13,4.0,250.0,1.09,10.0
"Nutritional Powder Mix, Protein,",352.0,78.13,6.25,1.56,3.1,Protein and nutritional powders,other,88.78,7.1,3.99,10.0,0.22,0.0,156.0,0.78,16.0
"Nutritional Powder Mix, Protein, Light,",396.0,50.0,22.0,12.0,2.0,Protein and nutritional powders,other,50.51,22.22,27.27,10.0,0.13,4.0,250.0,1.09,10.0
"Nutritional Powder Mix, Protein, Soy Based,",388.0,55.56,28.89,5.56,6.7,Protein and nutritional powders,other,57.28,29.78,12.9,10.0,0.14,22.22,733.0,1.11,0.0
"Nutritional Powder Mix, Sugar Free (Carnation Instant Breakfast)",358.0,35.8,41.0,5.1,2.0,Protein and nutritional powders,other,40.0,45.81,12.82,10.0,0.1,39.0,717.0,2.16,44.0
"Nutritional Powder Mix, Sugar Free (Slim Fast)",448.0,8.13,73.92,13.34,18.1,Protein and nutritional powders,other,7.26,66.0,26.8,5.85,0.02,38.02,472.0,1.45,5.0
"Nutritional Powder Mix, Whey Based,",352.0,78.13,6.25,1.56,3.1,Protein and nutritional powders,other,88.78,7.1,3.99,10.0,0.22,0.0,156.0,0.78,16.0
"Oats, Raw",379.0,13.15,67.7,6.52,10.1,Not included in a food category,other,13.88,71.45,15.48,6.13,0.03,0.99,6.0,1.11,0.0
"Oil Or Table Fat,",789.0,0.29,0.18,87.67,0.0,Margarine,other,0.15,0.09,100.0,0.04,0.0,0.17,296.0,22.94,71.0
Old Fashioned,164.0,0.16,6.11,0.04,0.5,Liquor and cocktails,other,0.39,14.9,0.22,0.4,0.0,5.57,4.0,0.0,0.0
"Onion Dip, Light",166.0,2.0,11.87,12.36,0.1,"Dips, gravies, other sauces",other,4.82,28.6,67.01,1.27,0.01,6.85,481.0,3.87,20.0
"Onion Dip, Regular",346.0,2.15,3.92,35.77,0.2,"Dips, gravies, other sauces",other,2.49,4.53,93.04,0.68,0.01,2.64,563.0,8.74,38.0
"Onion Dip, Yogurt Based",160.0,6.82,4.06,12.91,0.2,"Dips, gravies, other sauces",other,17.05,10.15,72.62,4.39,0.04,3.38,507.0,2.73,14.0
"Onions, Cooked, As Ingredient",47.0,1.29,10.99,0.12,2.0,Not included in a food category,other,10.98,93.53,2.3,7.0,0.03,4.99,5.0,0.05,0.0
"Onions, Cooked, Fat Added",73.0,1.26,10.64,3.11,1.9,Onions,other,6.9,58.3,38.34,4.33,0.02,4.84,147.0,0.83,2.0
"Onions, Cooked, No Added Fat",47.0,1.29,10.96,0.12,2.0,Onions,other,10.98,93.28,2.3,7.0,0.03,4.97,141.0,0.05,0.0
"Onions, Green, Cooked",63.0,2.09,8.37,3.21,3.0,Onions,other,13.27,53.14,45.86,8.08,0.03,2.66,161.0,0.82,2.0
"Onions, Green, Raw",32.0,1.83,7.34,0.19,2.6,Onions,other,22.88,91.75,5.34,10.0,0.06,2.33,16.0,0.03,0.0
"Onions, Pearl, Cooked",50.0,0.7,6.49,2.59,1.4,Onions,other,5.6,51.92,46.62,4.2,0.01,2.81,129.0,0.68,2.0
"Onions, Raw",38.0,0.86,8.46,0.08,1.7,Onions,other,9.05,89.05,1.89,6.74,0.02,5.8,1.0,0.04,0.0
Opossum,219.0,29.96,0.0,10.12,0.0,"Lamb, goat, game",other,54.72,0.0,41.59,10.0,0.14,0.0,365.0,1.2,128.0
Orange Blossom,98.0,0.57,9.32,0.26,0.2,Liquor and cocktails,other,2.33,38.04,2.39,0.79,0.01,7.85,2.0,0.01,0.0
Orange Chicken,262.0,14.46,22.46,12.68,0.8,Stir-fry and soy-based sauce mixtures,other,22.08,34.29,43.56,5.82,0.06,13.6,553.0,2.42,61.0
Other Vegetables As Ingredient In Omelet,39.0,3.24,5.74,0.39,2.1,Not included in a food category,other,33.23,58.87,9.0,10.0,0.08,2.73,7.0,0.06,0.0
Oyster Sauce,51.0,1.35,10.92,0.25,0.3,Soy-based condiments,other,10.59,85.65,4.41,3.24,0.03,0.0,2733.0,0.04,0.0
Paella With Seafood,143.0,8.03,16.44,4.76,0.7,Rice mixed dishes,other,22.46,45.99,29.96,6.1,0.06,0.92,609.0,1.0,25.0
"Paella,",169.0,9.53,15.77,7.17,0.6,Rice mixed dishes,other,22.56,37.33,38.18,5.99,0.06,0.67,737.0,1.89,33.0
Palak Paneer,101.0,5.42,4.28,7.02,0.9,Vegetable dishes,other,21.47,16.95,62.55,6.26,0.05,1.89,242.0,1.81,7.0
Pancake Syrup,265.0,0.0,69.6,0.1,0.0,"Jams, syrups, toppings",other,0.0,100.0,0.34,0.0,0.0,42.0,61.0,0.02,0.0
"Pancake Syrup, Light",165.0,0.0,44.55,0.0,0.0,"Jams, syrups, toppings",other,0.0,100.0,0.0,0.0,0.0,32.8,178.0,0.0,0.0
"Pancakes And Sausage, Frozen Meal",272.0,9.0,27.92,13.85,0.6,Meat mixed dishes,other,13.24,41.06,45.83,3.53,0.03,9.61,574.0,3.55,50.0
"Papaya, Canned",52.0,0.35,13.1,0.21,1.3,Mango and papaya,other,2.69,100.0,3.63,3.17,0.01,10.86,7.0,0.06,0.0
"Papaya, Raw",43.0,0.47,10.82,0.26,1.7,Mango and papaya,other,4.37,100.0,5.44,5.05,0.01,7.82,8.0,0.08,0.0
"Parsley, Raw",36.0,2.97,6.33,0.79,3.3,Not included in a food category,other,33.0,70.33,19.75,10.0,0.08,0.85,56.0,0.13,0.0
"Pastrami,",147.0,21.8,0.36,5.82,0.0,Cold cuts and cured meats,other,59.32,0.98,35.63,10.0,0.15,0.1,1078.0,2.68,68.0
"Pastrami, Made From Any Kind Of Meat, Reduced-Fat",115.0,18.62,0.64,3.69,0.0,Cold cuts and cured meats,other,64.77,2.23,28.88,10.0,0.16,0.29,853.0,1.32,51.0
"Pastry, Egg And Cheese Filled",349.0,8.38,43.76,15.66,1.6,Turnovers and other grain-based items,other,9.6,50.15,40.38,2.86,0.02,6.18,216.0,7.01,68.0
"Pastry, Meat / Poultry-Filled",341.0,11.46,30.89,19.18,1.1,Turnovers and other grain-based items,other,13.44,36.23,50.62,3.68,0.03,4.63,398.0,7.56,74.0
"Peach, Canned,",48.0,0.43,11.94,0.09,1.2,Peaches and nectarines,other,3.58,99.5,1.69,3.4,0.01,10.65,4.0,0.01,0.0
"Peach, Canned, In Syrup",54.0,0.4,13.59,0.08,1.2,Peaches and nectarines,other,2.96,100.0,1.33,2.96,0.01,12.41,3.0,0.01,0.0
"Peach, Canned, Juice Pack",41.0,0.45,10.3,0.1,1.2,Peaches and nectarines,other,4.39,100.0,2.2,4.02,0.01,8.89,6.0,0.01,0.0
"Peach, Frozen",46.0,0.91,10.1,0.27,1.5,Peaches and nectarines,other,7.91,87.83,5.28,5.24,0.02,8.39,13.0,0.02,0.0
"Peach, Raw",46.0,0.91,10.1,0.27,1.5,Peaches and nectarines,other,7.91,87.83,5.28,5.24,0.02,8.39,13.0,0.02,0.0
Peanut Sauce,257.0,6.31,22.02,16.02,1.8,"Dips, gravies, other sauces",other,9.82,34.27,56.1,3.16,0.02,17.07,1338.0,2.91,0.0
"Pear, Asian, Raw",42.0,0.5,10.65,0.23,3.6,Pears,other,4.76,100.0,4.93,9.76,0.01,7.05,0.0,0.01,0.0
"Pear, Canned,",52.0,0.2,13.47,0.06,1.5,Pears,other,1.54,100.0,1.04,3.27,0.0,11.81,3.0,0.01,0.0
"Pear, Canned, In Syrup",59.0,0.18,15.15,0.05,1.5,Pears,other,1.22,100.0,0.76,2.85,0.0,13.6,2.0,0.0,0.0
"Pear, Canned, Juice Pack",45.0,0.23,11.79,0.07,1.5,Pears,other,2.04,100.0,1.4,3.84,0.01,10.03,5.0,0.01,0.0
"Pear, Raw",59.0,0.37,15.18,0.15,3.1,Pears,other,2.51,100.0,2.29,5.88,0.01,9.73,3.0,0.02,0.0
Pepper Steak,145.0,11.88,4.34,9.12,0.7,Meat mixed dishes,other,32.77,11.97,56.61,8.68,0.08,1.67,244.0,2.01,32.0
"Pepperoni,",504.0,19.25,1.18,46.28,0.0,Cold cuts and cured meats,other,15.28,0.94,82.64,3.82,0.04,0.0,1582.0,17.71,97.0
"Pepperoni, Reduced Sodium",504.0,19.25,1.18,46.28,0.0,Cold cuts and cured meats,other,15.28,0.94,82.64,3.82,0.04,0.0,1187.0,17.71,97.0
"Pepperoni, Reduced-Fat",378.0,21.07,0.72,31.65,0.0,Cold cuts and cured meats,other,22.3,0.76,75.36,5.57,0.06,0.26,1756.0,11.42,108.0
"Peppers, Hot, Cooked",59.0,1.41,7.72,3.06,2.2,Mustard and other condiments,other,9.56,52.34,46.68,6.12,0.02,4.76,132.0,0.76,2.0
"Peppers, Hot, Raw",34.0,1.39,7.66,0.4,2.2,Mustard and other condiments,other,16.35,90.12,10.59,10.0,0.04,4.71,6.0,0.07,0.0
Pesto Sauce,580.0,8.61,5.67,59.17,1.0,"Dips, gravies, other sauces",other,5.94,3.91,91.82,1.66,0.01,0.7,988.0,10.31,16.0
Pickled Sausage,314.0,18.06,2.13,25.99,0.0,Sausages,other,23.01,2.71,74.49,5.75,0.06,1.45,1067.0,9.08,79.0
Pierogi,195.0,5.26,29.64,6.14,0.9,Turnovers and other grain-based items,other,10.79,60.8,28.34,3.16,0.03,1.75,474.0,1.32,4.0
Pig In A Blanket,310.0,11.42,19.22,20.85,0.7,Frankfurter sandwiches,other,14.74,24.8,60.53,3.91,0.04,2.68,708.0,8.07,40.0
Pimiento,28.0,1.35,6.24,0.37,2.3,Mustard and other condiments,other,19.29,89.14,11.89,10.0,0.05,3.32,17.0,0.06,0.0
Pina Colada,151.0,0.36,19.48,2.14,0.1,Liquor and cocktails,other,0.95,51.6,12.75,0.3,0.0,17.58,6.0,1.96,0.0
Pinto Beans And Brown Rice,164.0,6.0,24.92,4.71,5.4,"Bean, pea, legume dishes",other,14.63,60.78,25.85,6.95,0.04,0.28,211.0,0.68,0.0
"Pinto Beans And Rice, From Fast Food / Restaurant",188.0,5.9,25.02,7.15,5.0,"Bean, pea, legume dishes",other,12.55,53.23,34.23,5.8,0.03,0.2,296.0,1.0,0.0
Pinto Beans And White Rice,167.0,6.09,25.82,4.38,5.2,"Bean, pea, legume dishes",other,14.59,61.84,23.6,6.76,0.04,0.21,228.0,0.63,0.0
Polish Sausage,337.0,12.45,5.03,29.68,0.0,Sausages,other,14.78,5.97,79.26,3.69,0.04,2.39,1062.0,9.89,73.0
"Popcorn,",518.0,9.13,54.99,30.57,10.2,Popcorn,other,7.05,42.46,53.11,3.73,0.02,0.61,764.0,14.3,0.0
"Popcorn, Air-Popped, No Butter Added",385.0,12.89,77.47,4.52,14.4,Popcorn,other,13.39,80.49,10.57,7.09,0.03,0.87,162.0,0.63,0.0
"Popcorn, Air-Popped, With Added Butter",430.0,11.02,65.75,15.29,12.2,Popcorn,other,10.25,61.16,32.0,5.4,0.03,0.79,227.0,5.48,21.0
"Popcorn, Caramel Coated",428.0,3.77,78.47,12.7,5.2,Popcorn,other,3.52,73.34,26.71,2.1,0.01,52.77,512.0,3.58,0.0
"Popcorn, Caramel Coated, With Nuts",397.0,6.35,80.06,7.74,3.8,Popcorn,other,6.4,80.66,17.55,2.56,0.02,45.0,483.0,1.03,0.0
"Popcorn, Chocolate Coated",407.0,5.34,76.37,12.79,8.3,Popcorn,other,5.25,75.06,28.28,3.35,0.01,47.66,493.0,4.02,0.0
"Popcorn, Microwave,",518.0,9.13,54.99,30.57,10.2,Popcorn,other,7.05,42.46,53.11,3.73,0.02,0.61,764.0,14.3,0.0
"Popcorn, Microwave, Butter Flavored",518.0,9.13,54.99,30.57,10.2,Popcorn,other,7.05,42.46,53.11,3.73,0.02,0.61,764.0,14.3,0.0
"Popcorn, Microwave, Cheese Flavored",516.0,9.1,54.77,30.44,10.2,Popcorn,other,7.05,42.46,53.09,3.74,0.02,0.61,916.0,14.25,0.0
"Popcorn, Microwave, Flavored, Light",406.0,11.84,71.18,10.0,13.3,Popcorn,other,11.67,70.13,22.17,6.19,0.03,0.8,1030.0,2.49,0.0
"Popcorn, Microwave, Kettle",504.0,9.35,58.01,27.5,10.5,Popcorn,other,7.42,46.04,49.11,3.94,0.02,2.2,601.0,4.6,0.0
"Popcorn, Microwave, Low Sodium",496.0,8.93,57.64,27.88,9.9,Popcorn,other,7.2,46.48,50.59,3.8,0.02,0.54,310.0,5.01,0.0
"Popcorn, Microwave, Plain",518.0,9.13,54.99,30.57,10.2,Popcorn,other,7.05,42.46,53.11,3.73,0.02,0.61,764.0,14.3,0.0
"Popcorn, Microwave, Plain, Light",409.0,11.92,71.68,10.07,13.4,Popcorn,other,11.66,70.1,22.16,6.19,0.03,0.8,766.0,2.51,0.0
"Popcorn, Movie Theater, No Butter Added",603.0,6.18,39.87,48.7,6.9,Popcorn,other,4.1,26.45,72.69,2.17,0.01,0.37,762.0,28.91,0.0
"Popcorn, Movie Theater, With Added Butter",656.0,4.96,31.65,58.78,5.4,Popcorn,other,3.02,19.3,80.64,1.58,0.01,0.29,756.0,35.48,52.0
"Popcorn, Popped In Oil, No Butter Added",498.0,8.96,57.87,27.99,10.0,Popcorn,other,7.2,46.48,50.58,3.81,0.02,0.54,157.0,5.03,0.0
"Popcorn, Popped In Oil, With Added Butter",525.0,7.69,49.13,35.19,8.4,Popcorn,other,5.86,37.43,60.33,3.06,0.01,0.51,223.0,9.21,21.0
"Popcorn, Ready-To-Eat,",530.0,8.88,53.38,32.53,10.0,Popcorn,other,6.7,40.29,55.24,3.56,0.02,0.6,764.0,4.38,0.0
"Popcorn, Ready-To-Eat, Butter Flavored",530.0,8.88,53.38,32.53,10.0,Popcorn,other,6.7,40.29,55.24,3.56,0.02,0.6,764.0,4.38,0.0
"Popcorn, Ready-To-Eat, Cheese Flavored",526.0,9.3,51.6,33.2,9.9,Popcorn,other,7.07,39.24,56.81,3.65,0.02,0.79,889.0,6.41,11.0
"Popcorn, Ready-To-Eat, Flavored, Light",435.0,11.28,67.78,14.85,12.6,Popcorn,other,10.37,62.33,30.72,5.49,0.03,0.76,766.0,2.02,0.0
"Popcorn, Ready-To-Eat, Kettle",531.0,5.48,61.01,30.22,6.1,Popcorn,other,4.13,45.96,51.22,2.18,0.01,28.52,495.0,4.05,0.0
"Popcorn, Ready-To-Eat, Low Sodium",486.0,10.27,61.73,23.44,11.5,Popcorn,other,8.45,50.81,43.41,4.48,0.02,0.69,313.0,3.16,0.0
"Popcorn, Ready-To-Eat, Plain",482.0,10.19,61.24,23.26,11.4,Popcorn,other,8.46,50.82,43.43,4.48,0.02,0.68,616.0,3.14,0.0
"Popcorn, Ready-To-Eat, Plain, Light",437.0,11.33,68.08,14.92,12.7,Popcorn,other,10.37,62.32,30.73,5.5,0.03,0.76,600.0,2.02,0.0
Popsicle,79.0,0.0,19.23,0.24,0.0,"Gelatins, ices, sorbets",other,0.0,97.37,2.73,0.0,0.0,13.66,7.0,0.01,0.0
"Popsicle,",79.0,0.0,19.23,0.24,0.0,"Gelatins, ices, sorbets",other,0.0,97.37,2.73,0.0,0.0,13.66,7.0,0.01,0.0
"Popsicle, No Sugar Added",24.0,0.0,5.92,0.0,0.0,"Gelatins, ices, sorbets",other,0.0,98.67,0.0,0.0,0.0,1.52,10.0,0.0,0.0
Porcupine Balls With Mushroom Sauce,157.0,10.34,10.71,7.76,0.5,Meat mixed dishes,other,26.34,27.29,44.48,6.9,0.07,0.5,601.0,2.63,31.0
Porcupine Balls With Tomato-Based Sauce,153.0,10.36,13.39,6.21,0.6,Meat mixed dishes,other,27.08,35.01,36.53,7.16,0.07,3.0,501.0,2.36,31.0
Pork And Beef Sausage,333.0,15.92,2.4,27.98,0.0,Sausages,other,19.12,2.88,75.62,4.78,0.05,1.04,840.0,10.06,74.0
Pork And Onions With Soy-Based Sauce,149.0,11.06,5.43,9.14,0.8,Stir-fry and soy-based sauce mixtures,other,29.69,14.58,55.21,7.96,0.07,2.17,245.0,2.0,28.0
Pork And Rice With Tomato-Based Sauce,140.0,6.42,16.78,5.0,0.7,Meat mixed dishes,other,18.34,47.94,32.14,5.09,0.05,1.17,311.0,1.05,13.0
"Pork And Vegetables Excluding Carrots, Broccoli, And Dark- Green Leafy; No Potatoes, Soy-Based Sauce",149.0,11.4,4.34,9.37,1.0,Stir-fry and soy-based sauce mixtures,other,30.6,11.65,56.6,8.32,0.08,1.56,251.0,2.05,29.0
